Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-05-29 00:00:00-04:00,38.7694238096554,38.80760235440264,36.6791976369807,36.73646545410156,1273903,0.0,0.0
2024-05-30 00:00:00-04:00,37.041889588690616,37.87225298051808,37.02280031474086,37.69091033935547,592913,0.0,0.0
2024-05-31 00:00:00-04:00,37.676439604225585,38.34182715962,37.39678252553655,37.97538375854492,316932,0.5595399,0.0
2024-06-03 00:00:00-04:00,38.042885038636115,38.621482567987464,37.53178675312126,38.312896728515625,445555,0.0,0.0
2024-06-04 00:00:00-04:00,38.380405189421865,38.42862104405331,37.454647537416044,38.07181930541992,434450,0.0,0.0
2024-06-05 00:00:00-04:00,38.15860782917142,39.055436669199295,37.994673194081955,38.525054931640625,429873,0.0,0.0
2024-06-06 00:00:00-04:00,38.29360838022606,39.13257955210806,38.04288377348081,38.92042541503906,660863,0.0,0.0
2024-06-07 00:00:00-04:00,38.43826442103128,38.621486130545655,37.73430267988608,37.90788269042969,1131001,0.0,0.0
2024-06-10 00:00:00-04:00,37.46428345067158,38.48647633270036,37.41606760348689,37.946449279785156,328267,0.0,0.0
2024-06-11 00:00:00-04:00,37.66679694976367,37.76322864683424,36.779609886453926,36.972476959228516,656804,0.0,0.0
2024-06-12 00:00:00-04:00,37.74393997502666,38.41897286186536,37.30034830145359,37.34856414794922,824698,0.0,0.0
2024-06-13 00:00:00-04:00,37.69572957958569,37.763232510167605,36.94355196531072,36.95319366455078,473334,0.0,0.0
2024-06-14 00:00:00-04:00,36.79890029775432,37.020696164031236,36.0852931673833,36.374595642089844,434437,0.0,0.0
2024-06-17 00:00:00-04:00,36.075648991822945,36.287803144408635,35.487406062296095,35.844207763671875,663471,0.0,0.0
2024-06-18 00:00:00-04:00,35.67063339036661,36.47102683758973,35.545269231656825,35.83456802368164,737429,0.0,0.0
2024-06-19 00:00:00-04:00,35.44882993344288,36.017785755661784,35.44882993344288,35.68027114868164,337245,0.0,0.0
