Date,Close,Return,ModifiedZ
2023-08-04 00:00:00-04:00,180.18592834472656,-0.04802019425002069,-4.1595649207367416
2024-03-21 00:00:00-04:00,170.3412322998047,-0.04085754605733727,-3.555071563670671
2024-04-11 00:00:00-04:00,173.98919677734375,0.043270942331852025,3.5449717447837354
2024-05-03 00:00:00-04:00,182.2791290283203,0.05981615774839821,4.941309040917548
2024-06-11 00:00:00-04:00,206.1857147216797,0.07264913537296636,6.024351166782829
2024-08-05 00:00:00-04:00,208.2958831787109,-0.0481669049350103,-4.171946603056058
2025-01-16 00:00:00-05:00,227.710693359375,-0.040400197202423715,-3.5164735008844206
2025-03-10 00:00:00-04:00,227.1820831298828,-0.048479556019480285,-4.198332863913413
2025-04-03 00:00:00-04:00,202.9239044189453,-0.09245607865732186,-7.909741701303432
2025-04-04 00:00:00-04:00,188.13330078125,-0.07288743866843539,-6.258241786483846
2025-04-08 00:00:00-04:00,172.19419860839844,-0.04981817590892468,-4.311306000250366
2025-04-09 00:00:00-04:00,198.58958435058597,0.15328847287251257,12.829926775882
2025-04-10 00:00:00-04:00,190.17062377929688,-0.04239376701864905,-3.684721288341948
2025-05-12 00:00:00-04:00,210.7899932861328,0.06314615798599088,5.222345184045369
