Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-05-31 00:00:00-04:00,149.39001690572638,150.395948116478,145.77065392733772,148.95608520507812,13782600,0.0,0.0
2024-06-03 00:00:00-04:00,152.97980174899624,154.9817925985507,150.35651325361462,152.81214904785156,12924400,0.0,0.0
2024-06-04 00:00:00-04:00,151.2835250367889,151.66814358161116,148.90678738712438,150.36636352539062,10066700,0.0,0.0
2024-06-05 00:00:00-04:00,156.401934519702,161.4710174791234,155.7707651840323,160.6721954345703,23192600,0.0,0.0
2024-06-06 00:00:00-04:00,162.25011761831266,162.42762693060018,158.1475096317966,159.83392333984375,14819100,0.0,0.0
2024-06-07 00:00:00-04:00,161.3132238713321,163.82802935704066,159.72543651875327,162.1219024658203,14023300,0.0,0.0
2024-06-10 00:00:00-04:00,161.73728169615012,167.4967032376495,160.17907924962742,165.8398895263672,12438400,0.0,0.0
2024-06-11 00:00:00-04:00,165.8595981385796,166.08643564257085,161.53016796670784,163.42369079589844,11508600,0.0,0.0
2024-06-12 00:00:00-04:00,170.9681457292666,173.63089071132956,169.17324911909213,170.5933837890625,20309500,0.0,0.0
2024-06-13 00:00:00-04:00,171.10189808155732,172.20994031678197,168.6879688741854,171.0623321533203,15591800,0.544,0.0
2024-06-14 00:00:00-04:00,170.1620506270557,171.7845253896702,168.53957586444116,170.66659545898438,9192500,0.0,0.0
2024-06-17 00:00:00-04:00,175.9396335391468,176.76076613586102,171.62622302738401,175.34605407714844,18593700,0.0,0.0
2024-06-18 00:00:00-04:00,178.09635772018518,182.88463512658242,177.0773652377088,177.76988220214844,27155100,0.0,0.0
2024-06-20 00:00:00-04:00,180.62899515427856,181.21268693097434,171.64602007325053,173.5059356689453,28403200,0.0,0.0
2024-06-21 00:00:00-04:00,170.86446198731826,175.58347984860947,170.3698048877143,172.10110473632812,20271300,0.0,0.0
2024-06-24 00:00:00-04:00,168.60881358543529,169.58824008792305,165.3341859652436,166.01681518554688,19741700,0.0,0.0
2024-06-25 00:00:00-04:00,168.13393890498423,170.7951964175419,167.20398117687634,170.75563049316406,13481000,0.0,0.0
2024-06-26 00:00:00-04:00,170.28076161865192,171.8339922164846,168.38128009535865,170.23130798339844,11901500,0.0,0.0
2024-06-27 00:00:00-04:00,171.93291250203217,173.6048559574193,169.3211235521441,169.79600524902344,10864600,0.0,0.0
2024-06-28 00:00:00-04:00,170.9633835592729,174.9305431410241,170.9633835592729,171.95269775390625,11216100,0.0,0.0
2024-07-01 00:00:00-04:00,172.37810379074284,173.42677437965864,168.62859468991826,170.48851013183594,10717000,0.0,0.0
2024-07-02 00:00:00-04:00,169.30135151736397,174.8217268139921,169.20241405460416,173.822509765625,10655500,0.0,0.0
2024-07-03 00:00:00-04:00,176.08803376468998,180.53994750976562,175.9792086026476,180.53994750976562,11808700,0.0,0.0
2024-07-05 00:00:00-04:00,182.17231687351682,183.1022746403537,180.35198236160542,182.02392578125,11372900,0.0,0.0
2024-07-08 00:00:00-04:00,187.96969565163357,190.7397783961734,183.1517403884616,184.63571166992188,22582400,0.0,0.0
2024-07-09 00:00:00-04:00,186.08012300876098,186.42638905195344,180.54985969638054,182.54827880859375,19935200,0.0,0.0
2024-07-10 00:00:00-04:00,186.2680792830311,189.37452531581076,184.7049610110833,189.00848388671875,19293500,0.0,0.0
2024-07-11 00:00:00-04:00,191.02669436431825,191.40263862856145,181.05440441925498,182.5284881591797,21584200,0.0,0.0
2024-07-12 00:00:00-04:00,181.1137737787519,188.3456588018713,180.79718596093718,185.34803771972656,19220300,0.0,0.0
2024-07-15 00:00:00-04:00,186.6638024885966,188.02906096261643,182.11296606809248,183.24078369140625,15683100,0.0,0.0
2024-07-16 00:00:00-04:00,186.25818342605106,187.56407028356625,183.04291236641572,184.052001953125,16663300,0.0,0.0
2024-07-17 00:00:00-04:00,173.34763757217038,174.69310550538998,168.6879609878201,169.37059020996094,45052600,0.0,0.0
2024-07-18 00:00:00-04:00,173.6246319139975,176.78054644216795,162.7520640593911,170.03341674804688,52903600,0.0,0.0
2024-07-19 00:00:00-04:00,167.36227353375364,168.69785367925425,163.4544856466308,163.9986114501953,22585300,0.0,0.0
2024-07-22 00:00:00-04:00,164.82964826862667,169.05402435503754,164.40423529012423,167.54037475585938,21037200,0.0,0.0
2024-07-23 00:00:00-04:00,167.60960584841982,169.70694707042855,166.1751033126924,168.00534057617188,11690700,0.0,0.0
2024-07-24 00:00:00-04:00,163.3258725384888,163.68202624316098,157.88464460894696,158.0924072265625,19536600,0.0,0.0
2024-07-25 00:00:00-04:00,156.4699498211795,161.65394697628676,150.48459542052507,158.56729125976562,25731800,0.0,0.0
2024-07-26 00:00:00-04:00,162.54433113870004,162.83122562350613,157.48893481551016,160.2095489501953,13089200,0.0,0.0
2024-07-29 00:00:00-04:00,160.94162267428146,161.48574848944625,156.93491234383245,158.30015563964844,12663100,0.0,0.0
2024-07-30 00:00:00-04:00,158.72557371599692,159.42797834904277,150.91988523005853,152.88861083984375,22018000,0.0,0.0
2024-07-31 00:00:00-04:00,162.0199983414051,164.86921310561337,160.33816714186287,164.02830505371094,19860400,0.0,0.0
2024-08-01 00:00:00-04:00,161.7330997147032,165.87832910283103,155.1640532780897,156.48973083496094,21095600,0.0,0.0
2024-08-02 00:00:00-04:00,149.63376729990404,152.21587787168554,145.3203569411815,148.2586212158203,31095300,0.0,0.0
2024-08-05 00:00:00-04:00,132.42960026868272,148.39713095568496,132.14270579095924,146.36903381347656,31193100,0.0,0.0
2024-08-06 00:00:00-04:00,148.8324207600764,156.0247387423091,146.14148510747108,153.72952270507812,24528100,0.0,0.0
2024-08-07 00:00:00-04:00,159.82371550709485,160.9119520933341,152.86883773740766,153.38327026367188,22379000,0.0,0.0
2024-08-08 00:00:00-04:00,157.56806389678397,162.98950103992516,153.8779113654634,162.79164123535156,18889600,0.0,0.0
2024-08-09 00:00:00-04:00,164.5427434631908,166.00692423879866,161.49565394397578,165.3341827392578,20519400,0.0,0.0
2024-08-12 00:00:00-04:00,164.22615813140598,167.71843606955346,163.7710669547008,165.8387451171875,14727300,0.0,0.0
2024-08-13 00:00:00-04:00,166.2047780179936,170.60722298801346,164.5625128979344,170.49839782714844,15243500,0.0,0.0
2024-08-14 00:00:00-04:00,170.04332600565485,170.6665836736485,165.4034400884122,168.1537322998047,11510300,0.0,0.0
2024-08-15 00:00:00-04:00,170.5874401234623,173.56528552434952,168.99465875464483,172.10110473632812,15393500,0.0,0.0
2024-08-16 00:00:00-04:00,171.53719093262154,173.12998742072165,170.40937333268172,172.67489624023438,10710000,0.0,0.0
2024-08-19 00:00:00-04:00,172.892550814111,173.57518005371094,169.2716721754626,173.57518005371094,11511000,0.0,0.0
2024-08-20 00:00:00-04:00,173.52569525715063,173.52569525715063,168.03501382068507,170.20159912109375,13555500,0.0,0.0
2024-08-21 00:00:00-04:00,168.53957105788703,171.23050694290592,168.0943826782065,169.6080322265625,9434800,0.0,0.0
2024-08-22 00:00:00-04:00,170.16203762954476,171.4283585623848,164.28550903097408,164.6614532470703,13546100,0.0,0.0
2024-08-23 00:00:00-04:00,167.19410234613684,171.43825368664528,166.12564118237725,169.44973754882812,12189100,0.0,0.0
2024-08-26 00:00:00-04:00,168.5593659452468,169.2222046781109,166.02672389259084,167.26336669921875,9611300,0.0,0.0
2024-08-27 00:00:00-04:00,164.64166660442925,168.75721728070621,163.27640818399684,168.7275390625,9186000,0.0,0.0
2024-08-28 00:00:00-04:00,169.4893242446872,170.6270295918028,164.4240250288881,167.3919677734375,10581400,0.0,0.0
2024-08-29 00:00:00-04:00,166.84782644229676,173.5454875080806,165.72000890780498,167.3424835205078,13213200,0.0,0.0
2024-08-30 00:00:00-04:00,168.2427597934689,170.38956966017105,166.94676068877303,169.865234375,9481400,0.0,0.0
2024-09-03 00:00:00-04:00,166.2047837999185,166.8775102026789,158.0924104669269,158.77503967285156,18464400,0.0,0.0
2024-09-04 00:00:00-04:00,157.59775501539576,162.12881586105127,157.25148900724116,159.15097045898438,11317400,0.0,0.0
2024-09-05 00:00:00-04:00,159.8138071035191,162.83121839259468,159.32905281322823,161.9507293701172,10260600,0.0,0.0
2024-09-06 00:00:00-04:00,163.12801415599787,163.6424617552045,154.34289942744687,155.14425659179688,14964400,0.0,0.0
